sofa_id,name,pos,season,league,country,dom_g,dom_a,dom_tk,dom_cs,dom_sv,dom_rt,league_strength,target_ucl_fantasy_pts
966837,Martín Zubimendi,MID,2526,PL,England,5,1,68,10,0,7.04,28.68,15
875136,Noa Lang,MID,2526,SerieA,Italy,1,2,12,0,0,6.91,19.0,12
859917,Morten Hjulmand,MID,2526,Portugal,Portugal,3,4,58,11,0,7.27,20.5,10
150383,Stanislav Lobotka,MID,2526,SerieA,Italy,1,1,28,9,0,6.91,19.0,3
353138,Marcos Llorente,MID,2526,LaLiga,Spain,0,4,59,6,0,6.93,22.093,35
1122835,Alisson Santos,MID,2526,SerieA,Italy,4,0,20,2,0,7.29,19.0,16
795222,Frenkie de Jong,MID,2526,LaLiga,Spain,1,5,45,5,0,7.26,22.093,6
920546,Robert Sánchez,GK,2526,PL,England,0,1,2,9,98,6.91,28.68,14
973887,Eduardo Camavinga,MID,2526,LaLiga,Spain,1,0,65,3,0,7.02,22.093,16
1129862,Raphael Onyedika,MID,2526,Belgium,Belgium,1,0,42,3,0,6.86,11.4,18
69768,Jan Oblak,GK,2526,LaLiga,Spain,0,0,0,11,75,7.1,22.093,14
152077,John Stones,DEF,2526,PL,England,0,0,1,0,0,6.58,28.68,4
759520,Denzel Dumfries,DEF,2526,SerieA,Italy,3,1,16,4,0,6.64,19.0,18
906275,Yann Bisseck,DEF,2526,SerieA,Italy,3,1,27,9,0,7.11,19.0,17
1031259,Christos Tzolis,MID,2526,Belgium,Belgium,17,23,29,10,0,7.71,11.4,16
1002837,Piero Hincapié,DEF,2526,PL,England,1,2,48,4,0,6.9,28.68,15
138605,Piotr Zieliński,MID,2526,SerieA,Italy,6,3,31,3,0,7.11,19.0,7
934235,Bukayo Saka,MID,2526,PL,England,7,5,41,8,0,7.24,28.68,26
1063767,Ismael Saibari,MID,2526,Ered,Netherlands,15,8,33,2,0,7.2,9.979,18
791702,Marcus Thuram,FWD,2526,SerieA,Italy,13,6,24,0,0,7.04,19.0,14
577726,Ramy Bensebaini,DEF,2526,Bund,Germany,5,2,28,9,0,7.38,21.785,25
893499,Mauro Júnior,DEF,2526,Ered,Netherlands,1,9,60,3,0,7.15,9.979,11
1094827,Gerard Martín,DEF,2526,LaLiga,Spain,0,0,40,8,0,7.06,22.093,6
1937833,Luca Reggiani,DEF,2526,Bund,Germany,1,0,14,2,0,6.8,21.785,4
135256,Christian Nørgaard,MID,2526,PL,England,0,0,3,0,0,6.58,28.68,4
136710,Mateo Kovačić,MID,2526,PL,England,0,1,2,0,0,6.82,28.68,0
974505,Enzo Fernández,MID,2526,PL,England,10,4,53,5,0,7.15,28.68,28
187433,Serge Gnabry,MID,2526,Bund,Germany,8,6,18,0,0,7.09,21.785,28
826215,Ibrahima Konaté,DEF,2526,PL,England,1,0,53,8,0,7.06,28.68,22
784655,Fabián Ruiz,MID,2526,L1,France,1,4,17,2,0,7.09,18.321,14
318941,Rúben Dias,DEF,2526,PL,England,2,0,13,11,0,7.18,28.68,10
895324,Alexis Mac Allister,MID,2526,PL,England,2,4,53,6,0,6.71,28.68,28
789071,Dani Olmo,MID,2526,LaLiga,Spain,7,8,33,2,0,7.01,22.093,10
857574,Andriy Lunin,GK,2526,LaLiga,Spain,0,0,1,1,16,7.08,22.093,5
940054,Karim Adeyemi,FWD,2526,Bund,Germany,7,4,5,0,0,6.86,21.785,20
325355,José María Giménez,DEF,2526,LaLiga,Spain,0,1,25,7,0,6.93,22.093,6
1048889,Andy Diouf,MID,2526,L1,France,0,0,1,0,0,7.2,18.321,5
548692,Jostein Gundersen,DEF,2526,Elite,Norway,1,0,22,4,0,7.24,8.05,8
363856,Nicolò Barella,MID,2526,SerieA,Italy,3,8,54,5,0,7.19,19.0,5
592010,Mikel Merino,MID,2526,PL,England,4,3,26,2,0,6.84,28.68,14
307284,Mario Lemina,MID,2526,SuperLig,Turkey,2,1,33,1,0,6.92,11.075,16
862967,Cody Gakpo,FWD,2526,PL,England,7,5,28,6,0,6.9,28.68,13
309078,Alexander Sørloth,FWD,2526,LaLiga,Spain,13,0,14,0,0,6.79,22.093,27
1142588,Pablo Barrios,MID,2526,LaLiga,Spain,1,1,30,6,0,7.02,22.093,7
149663,Nathan Aké,DEF,2526,PL,England,0,0,8,3,0,6.8,28.68,6
1002813,Yan Couto,DEF,2526,Bund,Germany,2,2,20,4,0,6.83,21.785,15
1402913,Pau Cubarsí,DEF,2526,LaLiga,Spain,1,0,42,11,0,7.18,22.093,4
566102,Davinson Sánchez,DEF,2526,SuperLig,Turkey,1,0,47,8,0,7.07,11.075,24
913593,Gabriel Sara,MID,2526,SuperLig,Turkey,5,4,28,5,0,7.18,11.075,13
593526,Nicolas Pépé,MID,2526,LaLiga,Spain,8,8,31,3,0,7.24,22.093,6
795064,Trent Alexander-Arnold,DEF,2526,LaLiga,Spain,0,4,14,1,0,6.86,22.093,12
1495876,Mamadou Diakhon,FWD,2526,Belgium,Belgium,0,7,4,0,0,6.76,11.4,11
1394342,Ousmane Diomande,DEF,2526,Portugal,Portugal,0,1,11,6,0,7.03,20.5,16
1423711,Myles Lewis-Skelly,DEF,2526,PL,England,0,0,8,2,0,6.66,28.68,20
253809,Rui Silva,GK,2526,Portugal,Portugal,0,0,0,14,76,7.11,20.5,23
892943,Håkon Evjen,MID,2526,Elite,Norway,4,4,67,5,0,7.29,8.05,19
891442,David Douděra,MID,2526,Czech,Czechia,1,4,18,3,0,7.01,11.025,6
1001140,Geny Catamo,MID,2526,Portugal,Portugal,6,2,21,1,0,7.08,20.5,11
293519,Leroy Sané,MID,2526,SuperLig,Turkey,7,5,32,6,0,7.18,11.075,12
1137131,Filippo Mané,DEF,2526,Bund,Germany,0,0,1,0,0,6.15,21.785,0
10406,Simon Mignolet,GK,2526,Belgium,Belgium,0,0,0,1,34,7.14,11.4,8
945122,Matheus Nunes,DEF,2526,PL,England,1,5,57,12,0,6.95,28.68,10
84539,Koke,MID,2526,LaLiga,Spain,2,2,50,5,0,7.1,22.093,8
37151,Henrikh Mkhitaryan,MID,2526,SerieA,Italy,4,1,33,4,0,6.94,19.0,2
1085081,Álvaro Carreras,DEF,2526,LaLiga,Spain,2,3,41,11,0,7.01,22.093,16
1094106,Marc Pubill,DEF,2526,LaLiga,Spain,1,1,25,5,0,7.13,22.093,5
855833,Ferran Torres,FWD,2526,LaLiga,Spain,16,2,7,2,0,6.85,22.093,16
383560,Manuel Akanji,DEF,2526,SerieA,Italy,2,0,48,15,0,7.11,19.0,12
929199,Carlos Augusto,DEF,2526,SerieA,Italy,1,1,37,5,0,6.88,19.0,11
805078,Mathías Olivera,DEF,2526,SerieA,Italy,0,0,42,2,0,6.76,19.0,13
979480,Willian Pacho,DEF,2526,L1,France,0,0,40,8,0,6.97,18.321,45
986395,Ricardo Pepi,FWD,2526,Ered,Netherlands,16,1,7,2,0,7.02,9.979,15
990169,Johnny Cardoso,MID,2526,LaLiga,Spain,0,0,37,1,0,6.84,22.093,10
800951,Julian Ryerson,DEF,2526,Bund,Germany,0,15,34,7,0,7.08,21.785,15
1159759,Nathaniel Brown,DEF,2526,Bund,Germany,4,4,81,6,0,6.79,21.785,19
178963,Abdülkerim Bardakcı,DEF,2526,SuperLig,Turkey,0,1,40,8,0,7.12,11.075,18
1091303,Petar Sučić,MID,2526,SerieA,Italy,2,2,46,4,0,6.88,19.0,9
931278,Rayan Aït-Nouri,DEF,2526,PL,England,0,2,35,4,0,6.9,28.68,8
824200,Ademola Lookman,MID,2526,LaLiga,Spain,4,0,5,0,0,6.78,22.093,26
876214,Eric García,DEF,2526,LaLiga,Spain,1,2,74,11,0,7.11,22.093,5
1007769,Ole Didrik Blomberg,MID,2526,Elite,Norway,7,4,8,3,0,7.29,8.05,20
1130939,Maghnes Akliouche,MID,2526,L1,France,6,6,39,3,0,7.05,18.321,21
845386,Federico Chiesa,MID,2526,PL,England,2,1,8,0,0,6.59,28.68,5
1144329,Štěpán Chaloupek,DEF,2526,Czech,Czechia,7,2,46,6,0,7.2,11.025,18
1134083,Jobe Bellingham,MID,2526,Bund,Germany,0,1,44,4,0,6.75,21.785,13
957602,Riccardo Calafiori,DEF,2526,PL,England,1,2,32,4,0,6.87,28.68,14
1126512,Zeno Debast,DEF,2526,Portugal,Portugal,0,2,15,4,0,7.12,20.5,0
941168,William Saliba,DEF,2526,PL,England,1,0,35,15,0,7.02,28.68,31
822519,Éder Militão,DEF,2526,LaLiga,Spain,2,1,23,4,0,7.27,22.093,5
864921,Eberechi Eze,MID,2526,PL,England,7,2,19,2,0,6.97,28.68,11
754794,Lucas Torreira,MID,2526,SuperLig,Turkey,3,4,51,5,0,7.09,11.075,8
328027,Serhou Guirassy,FWD,2526,Bund,Germany,17,1,2,6,0,6.83,21.785,25
2186126,Youssoupha Mbodji,DEF,2526,Czech,Czechia,0,0,8,0,0,6.63,11.025,16
227672,Jonathan Tah,DEF,2526,Bund,Germany,2,1,24,6,0,7.24,21.785,22
977679,Luís Henrique,MID,2526,SerieA,Italy,1,2,20,4,0,6.86,19.0,1
151440,Tomáš Holeš,DEF,2526,Czech,Czechia,2,2,34,9,0,7.37,11.025,4
361722,Nordin Jackers,GK,2526,Belgium,Belgium,0,0,1,8,54,7.06,11.4,7
978285,Wilfried Singo,DEF,2526,SuperLig,Turkey,2,1,17,1,0,6.89,11.075,19
879694,Pape Gueye,MID,2526,LaLiga,Spain,5,2,40,1,0,7.08,22.093,4
954056,Nico González,MID,2526,PL,England,1,0,42,4,0,6.97,28.68,4
996952,Bradley Barcola,MID,2526,L1,France,11,1,30,4,0,7.21,18.321,29
904096,Barış Alper Yılmaz,MID,2526,SuperLig,Turkey,8,11,23,2,0,7.09,11.075,13
958959,Jurriën Timber,DEF,2526,PL,England,3,5,66,11,0,6.91,28.68,17
1464415,Rafael Nel,FWD,2526,Portugal,Portugal,2,1,2,0,0,7.02,20.5,4
984623,Rafa Marín,DEF,2526,LaLiga,Spain,1,0,37,4,0,7.03,22.093,6
1445945,Trey Nyoni,MID,2526,PL,England,0,0,1,0,0,6.47,28.68,1
1506781,Villads Nielsen,DEF,2526,Elite,Norway,0,0,1,2,0,7.13,8.05,0
927366,Matěj Kovář,GK,2526,Ered,Netherlands,0,0,0,7,85,7.08,9.979,10
866469,Bruno Guimarães,MID,2526,PL,England,9,5,62,6,0,7.45,28.68,3
352882,Nuno Santos,MID,2526,Portugal,Portugal,0,1,1,0,0,6.6,20.5,1
807771,Dávid Hancko,DEF,2526,LaLiga,Spain,0,2,43,8,0,6.81,22.093,22
812145,Dennis Man,FWD,2526,Ered,Netherlands,7,7,10,0,0,7.08,9.979,9
994556,Carney Chukwuemeka,MID,2526,Bund,Germany,2,0,21,0,0,6.69,21.785,12
1135873,Alejandro Garnacho,MID,2526,PL,England,1,4,15,1,0,6.79,28.68,7
843665,Alphonso Davies,DEF,2526,Bund,Germany,1,3,9,0,0,6.82,21.785,8
989841,Eduardo Quaresma,DEF,2526,Portugal,Portugal,2,2,40,4,0,7.37,20.5,4
846036,Ben White,DEF,2526,PL,England,0,1,15,3,0,6.84,28.68,13
556866,Gregor Kobel,GK,2526,Bund,Germany,0,0,0,15,89,7.14,21.785,18
1144630,Cristhian Mosquera,DEF,2526,PL,England,0,0,32,2,0,6.89,28.68,11
804508,Viktor Gyökeres,FWD,2526,PL,England,14,1,7,4,0,6.61,28.68,23
814594,Achraf Hakimi,DEF,2526,L1,France,2,2,18,6,0,6.77,18.321,47
798583,Dayot Upamecano,DEF,2526,Bund,Germany,1,1,44,4,0,7.16,21.785,20
835485,Brahim Díaz,MID,2526,LaLiga,Spain,1,6,15,0,0,6.72,22.093,10
1108441,Lucas Beraldo,DEF,2526,L1,France,2,1,31,8,0,7.25,18.321,0
1473491,Senny Mayulu,MID,2526,L1,France,4,4,48,4,0,6.8,18.321,13
845798,Guus Til,MID,2526,Ered,Netherlands,14,4,29,3,0,6.9,9.979,20
787751,Robin Le Normand,DEF,2526,LaLiga,Spain,1,1,35,6,0,6.85,22.093,21
1546073,Xavi Espart,DEF,2526,LaLiga,Spain,0,0,4,0,0,6.4,22.093,0
1103693,Gavi,MID,2526,LaLiga,Spain,0,1,17,0,0,6.82,22.093,1
1468046,Santiago Mouriño,DEF,2526,LaLiga,Spain,1,2,102,6,0,6.99,22.093,10
838232,Eljif Elmas,MID,2526,SerieA,Italy,1,3,24,1,0,6.72,19.0,5
917087,Kang-in Lee,MID,2526,L1,France,3,4,17,1,0,7.02,18.321,2
1526618,Marc Bernal,MID,2526,LaLiga,Spain,2,1,26,0,0,6.9,22.093,6
138156,Emre Can,DEF,2526,Bund,Germany,3,0,12,1,0,7.22,21.785,2
1177167,Nicolò Tresoldi,FWD,2526,Belgium,Belgium,19,5,29,2,0,6.99,11.4,17
1009372,Georges Mikautadze,FWD,2526,LaLiga,Spain,13,6,6,0,0,6.97,22.093,5
1046960,Ryan Flamingo,DEF,2526,Ered,Netherlands,3,1,28,1,0,6.99,9.979,2
1590918,Ibrahim Mbaye,MID,2526,L1,France,3,2,14,2,0,6.79,18.321,1
1000483,Marc Casadó,MID,2526,LaLiga,Spain,0,1,18,3,0,6.7,22.093,3
100389,Marten de Roon,MID,2526,SerieA,Italy,1,2,81,7,0,7.03,19.0,13
133908,Marcel Sabitzer,MID,2526,Bund,Germany,1,2,30,5,0,6.9,21.785,9
861979,Daniel Bragança,MID,2526,Portugal,Portugal,6,0,12,0,0,7.27,20.5,5
1149146,Mika Godts,MID,2526,Ered,Netherlands,17,12,27,4,0,7.78,9.979,4
1156645,Raúl Asencio,DEF,2526,LaLiga,Spain,2,0,17,7,0,6.94,22.093,9
1097425,Miloš Kerkez,DEF,2526,PL,England,2,1,41,3,0,6.6,28.68,14
927353,Curtis Jones,MID,2526,PL,England,1,2,40,1,0,6.85,28.68,3
1172477,Tani Oluwaseyi,FWD,2526,LaLiga,Spain,2,2,7,0,0,6.5,22.093,8
1136731,Rico Lewis,DEF,2526,PL,England,0,1,5,0,0,6.66,28.68,4
146866,Gerard Moreno,FWD,2526,LaLiga,Spain,10,0,15,0,0,7.13,22.093,0
873189,Juan Foyth,DEF,2526,LaLiga,Spain,0,0,20,3,0,7.15,22.093,2
1435367,David Moses,MID,2526,Czech,Czechia,1,3,47,3,0,6.89,11.025,7
844234,Jerdy Schouten,MID,2526,Ered,Netherlands,1,2,44,6,0,7.1,9.979,5
1120290,Magnus Riisnæs,MID,2526,Elite,Norway,2,2,15,1,0,7.03,8.05,1
827212,Jules Koundé,DEF,2526,LaLiga,Spain,1,3,47,8,0,6.9,22.093,21
248331,Brandon Mechele,DEF,2526,Belgium,Belgium,5,2,77,12,0,7.29,11.4,16
895764,Pedro Gonçalves,MID,2526,Portugal,Portugal,13,8,15,1,0,7.16,20.5,9
184661,Leon Goretzka,MID,2526,Bund,Germany,5,3,29,5,0,7.13,21.785,1
1101258,Kyriani Sabbe,DEF,2526,Belgium,Belgium,3,3,43,1,0,6.94,11.4,4
1048422,Hugo Ekitiké,FWD,2526,PL,England,11,4,11,2,0,6.92,28.68,19
355492,Konrad Laimer,DEF,2526,Bund,Germany,3,9,46,6,0,6.81,21.785,21
1010231,Jamal Musiala,MID,2526,Bund,Germany,3,4,11,0,0,6.71,21.785,15
794839,Gabriel Jesus,FWD,2526,PL,England,3,0,4,0,0,6.59,28.68,8
857738,Yunus Akgün,MID,2526,SuperLig,Turkey,7,9,21,3,0,7.22,11.075,11
1172777,Fredrik Sjøvold,DEF,2526,Elite,Norway,4,5,55,11,0,7.34,8.05,18
850993,David Neres,MID,2526,SerieA,Italy,3,3,10,0,0,7.01,19.0,5
1917626,Max Dowman,MID,2526,PL,England,1,0,2,0,0,6.77,28.68,0
1136110,Esmir Bajraktarević,FWD,2526,Ered,Netherlands,4,4,19,2,0,6.95,9.979,1
996953,Lucas Chevalier,GK,2526,L1,France,0,0,0,9,33,6.95,18.321,7
1401702,Ethan Nwaneri,MID,2526,PL,England,0,0,1,0,0,6.74,28.68,0
1518101,Shandre Campbell,FWD,2526,Belgium,Belgium,1,0,5,0,0,6.77,11.4,0
1142703,Nico O'Reilly,DEF,2526,PL,England,5,3,68,10,0,6.87,28.68,25
825731,Michal Sadílek,MID,2526,Czech,Czechia,1,4,34,8,0,7.01,11.025,4
1099352,Giuliano Simeone,MID,2526,LaLiga,Spain,4,6,45,2,0,6.91,22.093,23
965011,Matteo Ruggeri,DEF,2526,LaLiga,Spain,0,3,36,5,0,6.77,22.093,25
1923332,Youssoupha Sanyang,MID,2526,Czech,Czechia,1,0,11,1,0,6.74,11.025,6
1403559,Franco Mastantuono,MID,2526,LaLiga,Spain,1,0,20,1,0,6.69,22.093,6
954076,Fábio Silva,FWD,2526,Bund,Germany,2,6,7,0,0,6.59,21.785,8
1086223,Ange-Yoan Bonny,FWD,2526,SerieA,Italy,5,4,17,0,0,6.74,19.0,11
927407,Josip Stanišić,DEF,2526,Bund,Germany,2,3,28,5,0,6.91,21.785,15
898815,Sam Beukema,DEF,2526,SerieA,Italy,2,0,19,4,0,6.82,19.0,1
983041,Hugo Siquet,DEF,2526,Belgium,Belgium,0,2,31,1,0,7,11.4,2
1029163,Sondre Auklend,MID,2526,Elite,Norway,1,5,34,3,0,7.24,8.05,2
142622,Antonio Rüdiger,DEF,2526,LaLiga,Spain,1,0,14,5,0,6.9,22.093,9
1066603,Luiz Júnior,GK,2526,LaLiga,Spain,0,0,0,8,73,6.99,22.093,4
1105779,Andrey Santos,MID,2526,PL,England,1,0,37,1,0,6.84,28.68,9
1103333,Franjo Ivanović,FWD,2526,Portugal,Portugal,6,1,8,0,0,6.72,20.5,1
928236,Leonardo Balerdi,DEF,2526,L1,France,0,1,49,3,0,6.88,18.321,4
997035,Alejandro Balde,DEF,2526,LaLiga,Spain,0,2,35,3,0,6.7,22.093,5
138892,João Cancelo,DEF,2526,LaLiga,Spain,2,2,27,4,0,7.13,22.093,2
1194333,Abdukodir Khusanov,DEF,2526,PL,England,0,0,27,5,0,6.94,28.68,12
45853,İlkay Gündoğan,MID,2526,SuperLig,Turkey,2,3,22,1,0,6.97,11.075,1
981483,Eren Elmalı,DEF,2526,SuperLig,Turkey,3,0,31,5,0,6.92,11.075,2
925097,Ronald Araújo,DEF,2526,LaLiga,Spain,3,0,21,2,0,6.95,22.093,3
886402,Giorgi Kochorashvili,MID,2526,Portugal,Portugal,0,1,16,1,0,6.83,20.5,3
103457,Günay Güvenç,GK,2526,SuperLig,Turkey,0,0,1,4,14,6.82,11.075,0
930666,João Virgínia,GK,2526,Portugal,Portugal,0,0,0,1,3,6.9,20.5,1
1138428,James McConnell,MID,2526,Ered,Netherlands,0,0,5,0,0,6.9,9.979,0
547838,Dani Ceballos,MID,2526,LaLiga,Spain,0,0,18,0,0,6.9,22.093,2
851271,Fran García,DEF,2526,LaLiga,Spain,1,1,19,2,0,6.64,22.093,5
352370,Lucas Hernández,DEF,2526,L1,France,0,3,25,9,0,7.04,18.321,2
835600,Davide Frattesi,MID,2526,SerieA,Italy,0,0,15,1,0,6.52,19.0,3
1008402,Conor Bradley,DEF,2526,PL,England,0,1,19,2,0,6.63,28.68,5
793524,Andreas Helmersen,FWD,2526,Elite,Norway,6,1,5,1,0,6.88,8.05,4
1395881,Joaquin Seys,DEF,2526,Belgium,Belgium,2,5,56,4,0,6.81,11.4,17
1129935,Tom Bischof,MID,2526,Bund,Germany,3,3,26,4,0,6.9,21.785,3
970361,Jeremie Frimpong,DEF,2526,PL,England,0,1,11,1,0,6.71,28.68,7
826134,Trevoh Chalobah,DEF,2526,PL,England,3,0,35,9,0,6.94,28.68,8
1086417,Rasmus Højlund,FWD,2526,SerieA,Italy,12,5,4,6,0,6.59,19.0,12
944660,Thiago Almada,MID,2526,LaLiga,Spain,3,1,29,0,0,6.8,22.093,1
927359,Vítězslav Jaroš,GK,2526,Ered,Netherlands,0,0,0,5,62,7.27,9.979,6
910031,Alex Baena,MID,2526,LaLiga,Spain,2,3,18,2,0,6.97,22.093,1
318927,Joe Gomez,DEF,2526,PL,England,0,2,10,1,0,6.52,28.68,4
1149127,Arthur Vermeeren,MID,2526,L1,France,0,1,28,1,0,6.51,18.321,4
345195,Ayoze Pérez,FWD,2526,LaLiga,Spain,5,4,22,0,0,6.78,22.093,0
1167818,Iván Fresneda,DEF,2526,Portugal,Portugal,1,0,31,3,0,6.73,20.5,14
38710,Ivan Perišić,MID,2526,Ered,Netherlands,7,12,36,1,0,7.23,9.979,8
1087359,Renato Veiga,DEF,2526,LaLiga,Spain,0,0,19,5,0,6.78,22.093,8
1162107,Roony Bardghji,MID,2526,LaLiga,Spain,1,1,6,0,0,6.69,22.093,4
138152,Kaan Ayhan,DEF,2526,SuperLig,Turkey,1,0,11,0,0,6.87,11.075,0
1184317,Yarek Gasiorowski,DEF,2526,Ered,Netherlands,3,2,27,5,0,7.07,9.979,4
961684,Anass Salah-Eddine,DEF,2526,Ered,Netherlands,0,0,28,3,0,6.72,9.979,6
1410209,João Simões,MID,2526,Portugal,Portugal,0,1,15,1,0,6.53,20.5,4
873106,Hiroki Itō,DEF,2526,Bund,Germany,1,2,4,0,0,6.81,21.785,0
235672,Matteo Politano,MID,2526,SerieA,Italy,2,5,15,3,0,6.91,19.0,1
1069336,Romeo Vermant,FWD,2526,Belgium,Belgium,8,2,19,1,0,6.64,11.4,8
893549,Tijjani Reijnders,MID,2526,PL,England,5,2,10,2,0,6.84,28.68,10
1146018,Paul Wanner,MID,2526,Ered,Netherlands,3,3,43,3,0,7.02,9.979,3
355088,Roland Sallai,DEF,2526,SuperLig,Turkey,1,3,47,7,0,6.93,11.075,10
1012444,Alberto Moleiro,MID,2526,LaLiga,Spain,10,5,30,0,0,6.86,22.093,0
1156616,Pio Esposito,FWD,2526,SerieA,Italy,7,3,9,2,0,6.67,19.0,14
794939,Marc Cucurella,DEF,2526,PL,England,1,4,55,9,0,6.66,28.68,15
1926085,Dro Fernández,MID,2526,LaLiga,Spain,0,0,1,0,0,6.57,22.093,3
1130942,Félix Lemaréchal,MID,2526,L1,France,0,2,17,1,0,6.59,18.321,1
1067539,Lynnt Audoor,MID,2526,Belgium,Belgium,0,1,8,0,0,6.88,11.4,0
825838,Armando Obispo,DEF,2526,Ered,Netherlands,2,0,6,0,0,6.89,9.979,2
1047509,Bjorn Meijer,DEF,2526,Belgium,Belgium,1,1,15,3,0,6.88,11.4,1
897291,Ismail Jakobs,DEF,2526,SuperLig,Turkey,0,1,27,2,0,6.72,11.075,13
930997,Giorgi Mamardashvili,GK,2526,PL,England,0,0,1,2,34,6.71,28.68,8
126588,Filip Kostić,DEF,2526,SerieA,Italy,3,1,17,0,0,6.9,19.0,0
907668,Billy Gilmour,MID,2526,SerieA,Italy,1,0,14,1,0,7.03,19.0,0
1881902,Rio Ngumoha,MID,2526,PL,England,2,1,4,0,0,6.97,28.68,0
1089108,Ilias Akhomach,MID,2526,LaLiga,Spain,0,1,24,0,0,6.65,22.093,6
1142672,Warren Zaïre-Emery,MID,2526,L1,France,3,4,48,9,0,7,18.321,14
1590121,Jorge Cestero,MID,2526,LaLiga,Spain,0,0,1,0,0,6.6,22.093,0
1391752,Rodrigo Mendoza,MID,2526,LaLiga,Spain,1,1,16,0,0,6.56,22.093,0
572286,Gustaf Nilsson,FWD,2526,Belgium,Belgium,0,0,1,0,0,6.44,11.4,0
123179,Ivan Schranz,MID,2526,Czech,Czechia,2,1,11,0,0,6.69,11.025,0
877236,Hugo Vetlesen,MID,2526,Belgium,Belgium,5,6,25,1,0,6.87,11.4,0
934354,Antoine Semenyo,MID,2526,PL,England,17,4,45,11,0,7.02,28.68,0
1016893,Luís Guilherme,MID,2526,PL,England,0,0,1,0,0,6.48,28.68,0
1163083,Giuseppe Ambrosino,FWD,2526,SerieA,Italy,0,0,0,0,0,6.53,19.0,0
945798,Djed Spence,DEF,2526,PL,England,0,0,44,8,0,6.59,28.68,15
331209,Bernardo Silva,MID,2526,PL,England,2,4,54,6,0,6.85,28.68,12
148899,Leonardo Spinazzola,DEF,2526,SerieA,Italy,3,3,24,1,0,6.99,19.0,4
903679,Fotis Ioannidis,FWD,2526,Portugal,Portugal,3,0,9,0,0,6.78,20.5,4
1482424,Claudio Echeverri,MID,2526,Bund,Germany,0,0,1,0,0,6.6,21.785,0
1021272,Daniel Svensson,DEF,2526,Bund,Germany,2,2,38,10,0,6.78,21.785,24
906021,Sergiño Dest,DEF,2526,Ered,Netherlands,1,5,52,4,0,7,9.979,7
787505,Benjamin Pavard,DEF,2526,L1,France,1,2,28,7,0,6.8,18.321,6
151700,Ulrik Saltnes,MID,2526,Elite,Norway,7,5,23,6,0,7.3,8.05,1
908716,Miguel Gutiérrez,DEF,2526,SerieA,Italy,1,1,33,5,0,6.82,19.0,5
831799,Nahuel Molina,DEF,2526,LaLiga,Spain,2,2,40,6,0,6.77,22.093,9
1002343,Souleymane Faye,MID,2526,Portugal,Portugal,0,0,3,0,0,6.56,20.5,0
787941,Frank Anguissa,MID,2526,SerieA,Italy,4,1,18,5,0,6.93,19.0,2
963084,David Zima,DEF,2526,Czech,Czechia,0,2,21,8,0,6.89,11.025,12
986245,Sergi Cardona,DEF,2526,LaLiga,Spain,1,4,47,6,0,6.74,22.093,4
980628,Maximilian Beier,FWD,2526,Bund,Germany,9,6,26,1,0,6.8,21.785,9
799046,Waldemar Anton,DEF,2526,Bund,Germany,2,0,73,14,0,7.25,21.785,13
1004449,Cisse Sandra,MID,2526,Belgium,Belgium,1,1,8,3,0,6.71,11.4,0
1187275,Joel Ordóñez,DEF,2526,Belgium,Belgium,3,0,37,5,0,6.95,11.4,11
973290,Tajon Buchanan,MID,2526,LaLiga,Spain,7,1,28,1,0,6.79,22.093,1
1861665,Quentin Ndjantou,FWD,2526,L1,France,1,1,2,0,0,6.56,18.321,3
50490,Wojciech Szczęsny,GK,2526,LaLiga,Spain,0,0,0,0,23,6.96,22.093,3
897334,Daiki Hashioka,DEF,2526,Czech,Czechia,0,0,3,0,0,6.8,11.025,0
186795,Andreas Christensen,DEF,2526,LaLiga,Spain,0,0,5,1,0,6.71,22.093,0
873554,Omar Marmoush,FWD,2526,PL,England,3,3,13,0,0,6.74,28.68,1
823941,Alexander Isak,FWD,2526,PL,England,3,1,7,0,0,6.57,28.68,1
188307,Tomáš Chorý,FWD,2526,Czech,Czechia,17,4,6,4,0,7.34,11.025,0
2237795,Thiago Pitarch,MID,2526,LaLiga,Spain,0,2,12,0,0,6.5,22.093,1
935564,Jonathan David,FWD,2526,SerieA,Italy,6,4,17,1,0,6.42,19.0,11
792073,Ferland Mendy,DEF,2526,LaLiga,Spain,0,0,1,0,0,6.55,22.093,0
250319,Haitam Aleesami,DEF,2526,Elite,Norway,2,1,22,3,0,7.18,8.05,8
1525863,Pau Navarro,DEF,2526,LaLiga,Spain,0,0,65,3,0,6.73,22.093,2
907174,Tomáš Vlček,DEF,2526,Czech,Czechia,1,1,16,3,0,6.78,11.025,2
826049,Mojmír Chytil,FWD,2526,Czech,Czechia,13,1,4,3,0,6.88,11.025,0
232422,Kepa Arrizabalaga,GK,2526,PL,England,0,0,0,0,2,7,28.68,0
980643,James Trafford,GK,2526,PL,England,0,0,2,1,14,7.18,28.68,0
1886213,Noah Fernandez,MID,2526,Ered,Netherlands,1,0,14,0,0,6.73,9.979,0
78893,Romelu Lukaku,FWD,2526,SerieA,Italy,1,0,0,0,0,6.58,19.0,0
877994,Marc Guéhi,DEF,2526,PL,England,3,3,46,14,0,7.3,28.68,0
1976732,Wisdom Mike,MID,2526,Bund,Germany,0,0,0,0,0,6.43,21.785,0
870263,Alessandro Buongiorno,DEF,2526,SerieA,Italy,0,1,33,8,0,6.78,19.0,12
